Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Snødybde;Nedbør (døgn)
E6 Heimdal;SN68238;07.05.2020;5,9;-;-;-;-
E6 Heimdal;SN68238;08.05.2020;5,6;-;-;-;-
E6 Heimdal;SN68238;09.05.2020;4;-;-;-;-
E6 Heimdal;SN68238;10.05.2020;2;-;-;-;-
E6 Heimdal;SN68238;11.05.2020;1,8;-;-;-;-
E6 Heimdal;SN68238;12.05.2020;1,3;-;-;-;-
E6 Heimdal;SN68238;13.05.2020;1;-;-;-;-
E6 Heimdal;SN68238;14.05.2020;1,9;-;-;-;-
E6 Heimdal;SN68238;15.05.2020;2,3;-;-;-;-
E6 Heimdal;SN68238;16.05.2020;3,2;-;-;-;-
E6 Heimdal;SN68238;17.05.2020;4,9;-;-;-;-
E6 Heimdal;SN68238;18.05.2020;5,4;-;-;-;-
E6 Heimdal;SN68238;19.05.2020;5,1;-;-;-;-
E6 Heimdal;SN68238;20.05.2020;7,6;-;-;-;-
E6 Heimdal;SN68238;21.05.2020;11,7;-;-;-;-
E6 Heimdal;SN68238;22.05.2020;15,1;-;-;-;-
E6 Heimdal;SN68238;23.05.2020;14,7;-;-;-;-
E6 Heimdal;SN68238;24.05.2020;11,9;-;-;-;-
E6 Heimdal;SN68238;25.05.2020;9,7;-;-;-;-
E6 Heimdal;SN68238;26.05.2020;10,8;-;-;-;-
E6 Heimdal;SN68238;27.05.2020;9,6;-;-;-;-
E6 Heimdal;SN68238;28.05.2020;9,4;-;-;-;-
E6 Heimdal;SN68238;29.05.2020;10,7;-;-;-;-
E6 Heimdal;SN68238;30.05.2020;17,7;-;-;-;-
E6 Heimdal;SN68238;31.05.2020;18,4;-;-;-;-
E6 Heimdal;SN68238;01.06.2020;15,6;-;-;-;-
E6 Heimdal;SN68238;02.06.2020;11,7;-;-;-;-
E6 Heimdal;SN68238;03.06.2020;9,8;-;-;-;-
E6 Heimdal;SN68238;04.06.2020;14,7;-;-;-;-
E6 Heimdal;SN68238;05.06.2020;17,8;-;-;-;-
E6 Heimdal;SN68238;06.06.2020;14,9;-;-;-;-
E6 Heimdal;SN68238;07.06.2020;8;-;-;-;-
E6 Heimdal;SN68238;08.06.2020;7,2;-;-;-;-
E6 Heimdal;SN68238;09.06.2020;10,2;-;-;-;-
E6 Heimdal;SN68238;10.06.2020;13,1;-;-;-;-
E6 Heimdal;SN68238;11.06.2020;12,8;-;-;-;-
E6 Heimdal;SN68238;12.06.2020;17,3;-;-;-;-
E6 Heimdal;SN68238;13.06.2020;19,8;-;-;-;-
E6 Heimdal;SN68238;14.06.2020;17,3;-;-;-;-
E6 Heimdal;SN68238;15.06.2020;16,4;-;-;-;-
E6 Heimdal;SN68238;16.06.2020;16,5;-;-;-;-
E6 Heimdal;SN68238;17.06.2020;18,7;-;-;-;-
E6 Heimdal;SN68238;18.06.2020;18,4;-;-;-;-
E6 Heimdal;SN68238;19.06.2020;20,3;-;-;-;-
E6 Heimdal;SN68238;20.06.2020;23,3;-;-;-;-
E6 Heimdal;SN68238;21.06.2020;20,4;-;-;-;-
E6 Heimdal;SN68238;22.06.2020;15;-;-;-;-
E6 Heimdal;SN68238;23.06.2020;16,2;-;-;-;-
E6 Heimdal;SN68238;24.06.2020;18,7;-;-;-;-
E6 Heimdal;SN68238;25.06.2020;17,3;-;-;-;-
E6 Heimdal;SN68238;26.06.2020;19,6;-;-;-;-
E6 Heimdal;SN68238;01.07.2020;9,5;-;-;-;-
E6 Heimdal;SN68238;03.07.2020;8,9;-;-;-;-
E6 Heimdal;SN68238;04.07.2020;11,6;-;-;-;-
E6 Heimdal;SN68238;05.07.2020;14,5;-;-;-;-
E6 Heimdal;SN68238;06.07.2020;10,9;-;-;-;-
E6 Heimdal;SN68238;07.07.2020;10,3;-;-;-;-
E6 Heimdal;SN68238;08.07.2020;10,3;-;-;-;-
E6 Heimdal;SN68238;09.07.2020;11,7;-;-;-;-
E6 Heimdal;SN68238;10.07.2020;12,1;-;-;-;-
E6 Heimdal;SN68238;11.07.2020;10,6;-;-;-;-
E6 Heimdal;SN68238;12.07.2020;10,6;-;-;-;-
E6 Heimdal;SN68238;13.07.2020;12,3;-;-;-;-
E6 Heimdal;SN68238;14.07.2020;14,1;-;-;-;-
E6 Heimdal;SN68238;15.07.2020;14,4;-;-;-;-
E6 Heimdal;SN68238;16.07.2020;14,6;-;-;-;-
E6 Heimdal;SN68238;17.07.2020;14,5;-;-;-;-
E6 Heimdal;SN68238;18.07.2020;14,6;-;-;-;-
E6 Heimdal;SN68238;19.07.2020;14,2;-;-;-;-
E6 Heimdal;SN68238;20.07.2020;12,3;-;-;-;-
E6 Heimdal;SN68238;21.07.2020;10,7;-;-;-;-
E6 Heimdal;SN68238;22.07.2020;10;-;-;-;-
E6 Heimdal;SN68238;23.07.2020;10,6;-;-;-;-
E6 Heimdal;SN68238;24.07.2020;11,3;-;-;-;-
E6 Heimdal;SN68238;25.07.2020;12,6;-;-;-;-
E6 Heimdal;SN68238;26.07.2020;16,5;-;-;-;-
E6 Heimdal;SN68238;27.07.2020;16,4;-;-;-;-
E6 Heimdal;SN68238;28.07.2020;19,9;-;-;-;-
E6 Heimdal;SN68238;29.07.2020;17;-;-;-;-
E6 Heimdal;SN68238;30.07.2020;15,3;-;-;-;-
E6 Heimdal;SN68238;31.07.2020;15,3;-;-;-;-
E6 Heimdal;SN68238;01.08.2020;19,3;-;-;-;-
E6 Heimdal;SN68238;02.08.2020;15,6;-;-;-;-
E6 Heimdal;SN68238;03.08.2020;12,4;-;-;-;-
E6 Heimdal;SN68238;06.08.2020;16,1;-;-;-;-
E6 Heimdal;SN68238;07.08.2020;18,4;-;-;-;-
E6 Heimdal;SN68238;08.08.2020;16,2;-;-;-;-
E6 Heimdal;SN68238;09.08.2020;13,9;-;-;-;-
E6 Heimdal;SN68238;10.08.2020;15,5;-;-;-;-
E6 Heimdal;SN68238;11.08.2020;15,7;-;-;-;-
E6 Heimdal;SN68238;12.08.2020;16,4;-;-;-;-
E6 Heimdal;SN68238;13.08.2020;16,7;-;-;-;-
E6 Heimdal;SN68238;14.08.2020;14,5;-;-;-;-
E6 Heimdal;SN68238;15.08.2020;16;-;-;-;-
E6 Heimdal;SN68238;16.08.2020;14,5;-;-;-;-
E6 Heimdal;SN68238;17.08.2020;15,4;-;-;-;-
E6 Heimdal;SN68238;18.08.2020;17,8;-;-;-;-
E6 Heimdal;SN68238;19.08.2020;17,6;-;-;-;-
E6 Heimdal;SN68238;20.08.2020;18;-;-;-;-
E6 Heimdal;SN68238;21.08.2020;19,9;-;-;-;-
E6 Heimdal;SN68238;22.08.2020;17,4;-;-;-;-
E6 Heimdal;SN68238;23.08.2020;10,9;-;-;-;-
E6 Heimdal;SN68238;26.08.2020;11,1;-;-;-;-
E6 Heimdal;SN68238;27.08.2020;11,8;-;-;-;-
E6 Heimdal;SN68238;28.08.2020;11,9;-;-;-;-
E6 Heimdal;SN68238;29.08.2020;12;-;-;-;-
E6 Heimdal;SN68238;30.08.2020;10,4;-;-;-;-
E6 Heimdal;SN68238;31.08.2020;10,4;-;-;-;-
E6 Heimdal;SN68238;01.09.2020;12,4;-;-;-;-
E6 Heimdal;SN68238;02.09.2020;15,2;-;-;-;-
E6 Heimdal;SN68238;03.09.2020;16,1;-;-;-;-
E6 Heimdal;SN68238;05.09.2020;12,4;-;-;-;-
E6 Heimdal;SN68238;06.09.2020;11,9;-;-;-;-
E6 Heimdal;SN68238;07.09.2020;12,3;-;-;-;-
E6 Heimdal;SN68238;08.09.2020;12,7;-;-;-;-
E6 Heimdal;SN68238;09.09.2020;10,7;-;-;-;-
E6 Heimdal;SN68238;10.09.2020;8,7;-;-;-;-
E6 Heimdal;SN68238;11.09.2020;13,5;-;-;-;-
E6 Heimdal;SN68238;12.09.2020;11,7;-;-;-;-
E6 Heimdal;SN68238;13.09.2020;11,5;-;-;-;-
E6 Heimdal;SN68238;14.09.2020;10,8;-;-;-;-
E6 Heimdal;SN68238;15.09.2020;9,8;-;-;-;-
E6 Heimdal;SN68238;16.09.2020;9,3;-;-;-;-
E6 Heimdal;SN68238;17.09.2020;11;-;-;-;-
E6 Heimdal;SN68238;18.09.2020;13,1;-;-;-;-
E6 Heimdal;SN68238;19.09.2020;11,1;-;-;-;-
E6 Heimdal;SN68238;20.09.2020;13,8;-;-;-;-
E6 Heimdal;SN68238;21.09.2020;14,6;-;-;-;-
E6 Heimdal;SN68238;22.09.2020;8,9;-;-;-;-
E6 Heimdal;SN68238;23.09.2020;9,6;-;-;-;-
E6 Heimdal;SN68238;24.09.2020;8,3;-;-;-;-
E6 Heimdal;SN68238;25.09.2020;8,9;-;-;-;-
E6 Heimdal;SN68238;26.09.2020;8,6;-;-;-;-
E6 Heimdal;SN68238;27.09.2020;10,9;-;-;-;-
E6 Heimdal;SN68238;28.09.2020;13,8;-;-;-;-
E6 Heimdal;SN68238;29.09.2020;11,5;-;-;-;-
E6 Heimdal;SN68238;30.09.2020;12,7;-;-;-;-
E6 Heimdal;SN68238;01.10.2020;17,6;-;-;-;-
E6 Heimdal;SN68238;03.10.2020;16,6;-;-;-;-
E6 Heimdal;SN68238;04.10.2020;17;-;-;-;-
E6 Heimdal;SN68238;05.10.2020;14,2;-;-;-;-
E6 Heimdal;SN68238;06.10.2020;13,5;-;-;-;-
E6 Heimdal;SN68238;07.10.2020;13,2;-;-;-;-
E6 Heimdal;SN68238;08.10.2020;10,9;-;-;-;-
E6 Heimdal;SN68238;09.10.2020;8,7;-;-;-;-
E6 Heimdal;SN68238;10.10.2020;9;-;-;-;-
E6 Heimdal;SN68238;11.10.2020;9,3;-;-;-;-
E6 Heimdal;SN68238;12.10.2020;8,2;-;-;-;-
E6 Heimdal;SN68238;13.10.2020;7;-;-;-;-
E6 Heimdal;SN68238;14.10.2020;7,3;-;-;-;-
E6 Heimdal;SN68238;15.10.2020;6,7;-;-;-;-
E6 Heimdal;SN68238;16.10.2020;8;-;-;-;-
E6 Heimdal;SN68238;17.10.2020;6,9;-;-;-;-
E6 Heimdal;SN68238;18.10.2020;5,2;-;-;-;-
E6 Heimdal;SN68238;19.10.2020;4,6;-;-;-;-
E6 Heimdal;SN68238;20.10.2020;4,8;-;-;-;-
E6 Heimdal;SN68238;21.10.2020;4,6;-;-;-;-
E6 Heimdal;SN68238;22.10.2020;4,1;-;-;-;-
E6 Heimdal;SN68238;23.10.2020;3,4;-;-;-;-
E6 Heimdal;SN68238;24.10.2020;5,6;-;-;-;-
E6 Heimdal;SN68238;26.10.2020;10,6;-;-;-;-
E6 Heimdal;SN68238;27.10.2020;7,7;-;-;-;-
E6 Heimdal;SN68238;28.10.2020;8,8;-;-;-;-
E6 Heimdal;SN68238;29.10.2020;8,4;-;-;-;-
E6 Heimdal;SN68238;30.10.2020;9,5;-;-;-;-
E6 Heimdal;SN68238;31.10.2020;10;-;-;-;-
E6 Heimdal;SN68238;01.11.2020;13,9;-;-;-;-
E6 Heimdal;SN68238;02.11.2020;10,8;-;-;-;-
E6 Heimdal;SN68238;03.11.2020;9,1;-;-;-;-
E6 Heimdal;SN68238;04.11.2020;7;-;-;-;-
E6 Heimdal;SN68238;05.11.2020;11,2;-;-;-;-
E6 Heimdal;SN68238;06.11.2020;12,1;-;-;-;-
E6 Heimdal;SN68238;07.11.2020;9,2;-;-;-;-
E6 Heimdal;SN68238;08.11.2020;6,5;-;-;-;-
E6 Heimdal;SN68238;09.11.2020;7,7;-;-;-;-
E6 Heimdal;SN68238;10.11.2020;8,8;-;-;-;-
E6 Heimdal;SN68238;11.11.2020;9,8;-;-;-;-
E6 Heimdal;SN68238;12.11.2020;12,9;-;-;-;-
E6 Heimdal;SN68238;13.11.2020;12,1;-;-;-;-
E6 Heimdal;SN68238;14.11.2020;11,2;-;-;-;-
E6 Heimdal;SN68238;15.11.2020;13;-;-;-;-
E6 Heimdal;SN68238;16.11.2020;10,9;-;-;-;-
E6 Heimdal;SN68238;17.11.2020;8,8;-;-;-;-
E6 Heimdal;SN68238;18.11.2020;3,8;-;-;-;-
E6 Heimdal;SN68238;19.11.2020;1,9;-;-;-;-
E6 Heimdal;SN68238;20.11.2020;3,1;-;-;-;-
E6 Heimdal;SN68238;21.11.2020;6,9;-;-;-;-
E6 Heimdal;SN68238;22.11.2020;6,4;-;-;-;-
E6 Heimdal;SN68238;23.11.2020;5,3;-;-;-;-
E6 Heimdal;SN68238;24.11.2020;7,1;-;-;-;-
E6 Heimdal;SN68238;25.11.2020;6,7;-;-;-;-
E6 Heimdal;SN68238;26.11.2020;6,2;-;-;-;-
E6 Heimdal;SN68238;27.11.2020;4,9;-;-;-;-
E6 Heimdal;SN68238;28.11.2020;5;-;-;-;-
E6 Heimdal;SN68238;29.11.2020;6,3;-;-;-;-
E6 Heimdal;SN68238;30.11.2020;7,2;-;-;-;-
E6 Heimdal;SN68238;01.12.2020;4,4;-;-;-;-
E6 Heimdal;SN68238;02.12.2020;7,1;-;-;-;-
E6 Heimdal;SN68238;03.12.2020;7,8;-;-;-;-
E6 Heimdal;SN68238;04.12.2020;5,5;-;-;-;-
E6 Heimdal;SN68238;05.12.2020;4,8;-;-;-;-
E6 Heimdal;SN68238;06.12.2020;3,7;-;-;-;-
E6 Heimdal;SN68238;09.12.2020;7;-;-;-;-
E6 Heimdal;SN68238;10.12.2020;6,1;-;-;-;-
E6 Heimdal;SN68238;11.12.2020;6,2;-;-;-;-
E6 Heimdal;SN68238;12.12.2020;5,1;-;-;-;-
E6 Heimdal;SN68238;13.12.2020;2,1;-;-;-;-
E6 Heimdal;SN68238;15.12.2020;7;-;-;-;-
E6 Heimdal;SN68238;16.12.2020;7;-;-;-;-
E6 Heimdal;SN68238;17.12.2020;9,2;-;-;-;-
E6 Heimdal;SN68238;18.12.2020;8,5;-;-;-;-
E6 Heimdal;SN68238;23.12.2020;4,5;-;-;-;-
E6 Heimdal;SN68238;24.12.2020;2,3;-;-;-;-
E6 Heimdal;SN68238;25.12.2020;1,8;-;-;-;-
E6 Heimdal;SN68238;28.12.2020;7,2;-;-;-;-
E6 Heimdal;SN68238;29.12.2020;5,6;-;-;-;-
E6 Heimdal;SN68238;30.12.2020;3,9;-;-;-;-
E6 Heimdal;SN68238;31.12.2020;2,5;-;-;-;-
E6 Heimdal;SN68238;01.01.2021;0,2;-;-;-;-
E6 Heimdal;SN68238;02.01.2021;0,8;-;-;-;-
E6 Heimdal;SN68238;03.01.2021;-0,2;-;-;-;-
E6 Heimdal;SN68238;04.01.2021;-1,1;-;-;-;-
E6 Heimdal;SN68238;05.01.2021;0,2;-;-;-;-
E6 Heimdal;SN68238;06.01.2021;-0,2;-;-;-;-
E6 Heimdal;SN68238;07.01.2021;0,6;-;-;-;-
E6 Heimdal;SN68238;08.01.2021;0,7;-;-;-;-
E6 Heimdal;SN68238;09.01.2021;3,4;-;-;-;-
E6 Heimdal;SN68238;10.01.2021;0,4;-;-;-;-
E6 Heimdal;SN68238;01.08.2021;11,1;-;-;-;-
E6 Heimdal;SN68238;02.10.2021;13,7;-;-;-;-
E6 Heimdal;SN68238;03.10.2021;12,9;-;-;-;-
E6 Heimdal;SN68238;19.10.2022;5;-;-;-;-
E6 Heimdal;SN68238;20.10.2022;3,3;-;-;-;-
E6 Heimdal;SN68238;21.10.2022;2,1;-;-;-;-
E6 Heimdal;SN68238;22.10.2022;3,4;-;-;-;-
E6 Heimdal;SN68238;23.10.2022;3,5;-;-;-;-
E6 Heimdal;SN68238;24.10.2022;5,4;-;-;-;-
E6 Heimdal;SN68238;25.10.2022;8,9;-;-;-;-
E6 Heimdal;SN68238;26.10.2022;8,1;-;-;-;-
E6 Heimdal;SN68238;27.10.2022;9,2;-;-;-;-
E6 Heimdal;SN68238;28.10.2022;9,6;-;-;-;-
E6 Heimdal;SN68238;29.10.2022;6,8;-;-;-;-
E6 Heimdal;SN68238;30.10.2022;4,7;-;-;-;-
E6 Heimdal;SN68238;31.10.2022;5,7;-;-;-;-
E6 Heimdal;SN68238;01.11.2022;7;-;-;-;-
E6 Heimdal;SN68238;02.11.2022;10,6;-;-;-;-
E6 Heimdal;SN68238;03.11.2022;9,4;-;-;-;-
E6 Heimdal;SN68238;04.11.2022;10,9;-;-;-;-
E6 Heimdal;SN68238;09.11.2022;4,5;-;-;-;-
E6 Heimdal;SN68238;14.11.2022;4,5;-;-;-;-
E6 Heimdal;SN68238;17.11.2022;2,8;-;-;-;-
E6 Heimdal;SN68238;18.11.2022;0,4;-;-;-;-
E6 Heimdal;SN68238;21.11.2022;-4,2;-;-;-;-
E6 Heimdal;SN68238;22.11.2022;-1,3;-;-;-;-
E6 Heimdal;SN68238;23.11.2022;2,1;-;-;-;-
E6 Heimdal;SN68238;24.11.2022;3,1;-;-;-;-
E6 Heimdal;SN68238;25.11.2022;5,2;-;-;-;-
E6 Heimdal;SN68238;26.11.2022;5;-;-;-;-
E6 Heimdal;SN68238;27.11.2022;7;-;-;-;-
E6 Heimdal;SN68238;28.11.2022;6,3;-;-;-;-
E6 Heimdal;SN68238;29.11.2022;4,6;-;-;-;-
E6 Heimdal;SN68238;30.11.2022;1,1;-;-;-;-
E6 Heimdal;SN68238;01.12.2022;0,1;-;-;-;-
E6 Heimdal;SN68238;02.12.2022;-1,4;-;-;-;-
E6 Heimdal;SN68238;04.12.2022;-8,5;-;-;-;-
E6 Heimdal;SN68238;05.12.2022;-2,6;-;-;-;-
E6 Heimdal;SN68238;07.12.2022;-2,1;-;-;-;-
E6 Heimdal;SN68238;08.12.2022;-4,8;-;-;-;-
E6 Heimdal;SN68238;09.12.2022;-9,9;-;-;-;-
E6 Heimdal;SN68238;10.12.2022;-15;-;-;-;-
E6 Heimdal;SN68238;12.12.2022;-11,6;-;-;-;-
E6 Heimdal;SN68238;13.12.2022;-16,8;-;-;-;-
E6 Heimdal;SN68238;14.12.2022;-11,1;-;-;-;-
E6 Heimdal;SN68238;15.12.2022;-3,4;-;-;-;-
E6 Heimdal;SN68238;17.12.2022;-11,2;-;-;-;-
E6 Heimdal;SN68238;18.12.2022;-2,7;-;-;-;-
E6 Heimdal;SN68238;19.12.2022;-3,3;-;-;-;-
E6 Heimdal;SN68238;20.12.2022;0,8;-;-;-;-
E6 Heimdal;SN68238;21.12.2022;-4;-;-;-;-
E6 Heimdal;SN68238;22.12.2022;-3,9;-;-;-;-
E6 Heimdal;SN68238;23.12.2022;-5,6;-;-;-;-
E6 Heimdal;SN68238;24.12.2022;-5,1;-;-;-;-
E6 Heimdal;SN68238;25.12.2022;-3,4;-;-;-;-
E6 Heimdal;SN68238;26.12.2022;4,4;-;-;-;-
E6 Heimdal;SN68238;27.12.2022;0,9;-;-;-;-
E6 Heimdal;SN68238;28.12.2022;-2,9;-;-;-;-
E6 Heimdal;SN68238;29.12.2022;1,8;-;-;-;-
E6 Heimdal;SN68238;04.01.2023;-4,7;-;-;-;-
E6 Heimdal;SN68238;06.01.2023;-2,6;-;-;-;-
E6 Heimdal;SN68238;11.01.2023;5,1;-;-;-;-
E6 Heimdal;SN68238;12.01.2023;3,8;-;-;-;-
E6 Heimdal;SN68238;13.01.2023;-3;-;-;-;-
E6 Heimdal;SN68238;14.01.2023;-1,8;-;-;-;-
E6 Heimdal;SN68238;18.01.2023;-1,8;-;-;-;-
E6 Heimdal;SN68238;20.01.2023;-3,8;-;-;-;-
E6 Heimdal;SN68238;24.01.2023;4,2;-;-;-;-
E6 Heimdal;SN68238;25.01.2023;4,9;-;-;-;-
E6 Heimdal;SN68238;27.01.2023;0,3;-;-;-;-
E6 Heimdal;SN68238;28.01.2023;1,5;-;-;-;-
E6 Heimdal;SN68238;30.01.2023;1,6;-;-;-;-
E6 Heimdal;SN68238;31.01.2023;-2,3;-;-;-;-
E6 Heimdal;SN68238;01.02.2023;-9;-;-;-;-
E6 Heimdal;SN68238;02.02.2023;-4,7;-;-;-;-
E6 Heimdal;SN68238;04.02.2023;-5;-;-;-;-
E6 Heimdal;SN68238;06.02.2023;2,5;-;-;-;-
E6 Heimdal;SN68238;07.02.2023;2;-;-;-;-
E6 Heimdal;SN68238;08.02.2023;5,3;-;-;-;-
E6 Heimdal;SN68238;09.02.2023;0,8;-;-;-;-
E6 Heimdal;SN68238;10.02.2023;-1,7;-;-;-;-
E6 Heimdal;SN68238;12.02.2023;5,7;-;-;-;-
E6 Heimdal;SN68238;13.02.2023;6,5;-;-;-;-
E6 Heimdal;SN68238;14.02.2023;0,9;-;-;-;-
E6 Heimdal;SN68238;15.02.2023;-0,2;-;-;-;-
E6 Heimdal;SN68238;16.02.2023;3,5;-;-;-;-
E6 Heimdal;SN68238;17.02.2023;1,6;-;-;-;-
E6 Heimdal;SN68238;18.02.2023;-0,2;-;-;-;-
E6 Heimdal;SN68238;19.02.2023;-1,5;-;-;-;-
E6 Heimdal;SN68238;20.02.2023;0,6;-;-;-;-
E6 Heimdal;SN68238;21.02.2023;-2,4;-;-;-;-
E6 Heimdal;SN68238;22.02.2023;-0,4;-;-;-;-
E6 Heimdal;SN68238;23.02.2023;0,1;-;-;-;-
E6 Heimdal;SN68238;24.02.2023;-0,2;-;-;-;-
E6 Heimdal;SN68238;25.02.2023;-1,3;-;-;-;-
E6 Heimdal;SN68238;26.02.2023;1,6;-;-;-;-
E6 Heimdal;SN68238;27.02.2023;3,8;-;-;-;-
E6 Heimdal;SN68238;28.02.2023;3,6;-;-;-;-
E6 Heimdal;SN68238;01.03.2023;3,6;-;-;-;-
E6 Heimdal;SN68238;02.03.2023;3,4;-;-;-;-
E6 Heimdal;SN68238;04.03.2023;-2,9;-;-;-;-
E6 Heimdal;SN68238;05.03.2023;-2;-;-;-;-
E6 Heimdal;SN68238;06.03.2023;-5,6;-;-;-;-
E6 Heimdal;SN68238;08.03.2023;-7,9;-;-;-;-
E6 Heimdal;SN68238;09.03.2023;-10,9;-;-;-;-
E6 Heimdal;SN68238;10.03.2023;-8,2;-;-;-;-
E6 Heimdal;SN68238;11.03.2023;-5,4;-;-;-;-
E6 Heimdal;SN68238;14.03.2023;-2;-;-;-;-
E6 Heimdal;SN68238;17.03.2023;3,1;-;-;-;-
E6 Heimdal;SN68238;19.03.2023;2;-;-;-;-
E6 Heimdal;SN68238;20.03.2023;1,1;-;-;-;-
E6 Heimdal;SN68238;21.03.2023;0,2;-;-;-;-
E6 Heimdal;SN68238;22.03.2023;-0,5;-;-;-;-
E6 Heimdal;SN68238;23.03.2023;0,6;-;-;-;-
E6 Heimdal;SN68238;24.03.2023;0;-;-;-;-
E6 Heimdal;SN68238;25.03.2023;-3,4;-;-;-;-
E6 Heimdal;SN68238;27.03.2023;-4,3;-;-;-;-
E6 Heimdal;SN68238;28.03.2023;-5,7;-;-;-;-
E6 Heimdal;SN68238;30.03.2023;-4,4;-;-;-;-
E6 Heimdal;SN68238;20.04.2023;8,5;-;-;-;-
E6 Heimdal;SN68238;21.04.2023;8,5;-;-;-;-
E6 Heimdal;SN68238;22.04.2023;4,4;-;-;-;-
E6 Heimdal;SN68238;23.04.2023;0,9;-;-;-;-
E6 Heimdal;SN68238;24.04.2023;1;-;-;-;-
E6 Heimdal;SN68238;25.04.2023;0,2;-;-;-;-
E6 Heimdal;SN68238;26.04.2023;1;-;-;-;-
E6 Heimdal;SN68238;27.04.2023;1;-;-;-;-
E6 Heimdal;SN68238;28.04.2023;3;-;-;-;-
E6 Heimdal;SN68238;29.04.2023;0,9;-;-;-;-
E6 Heimdal;SN68238;30.04.2023;1,6;-;-;-;-
E6 Heimdal;SN68238;01.05.2023;2,6;-;-;-;-
E6 Heimdal;SN68238;02.05.2023;4,1;-;-;-;-
E6 Heimdal;SN68238;03.05.2023;2,5;-;-;-;-
E6 Heimdal;SN68238;04.05.2023;2,7;-;-;-;-
E6 Heimdal;SN68238;05.05.2023;5,5;-;-;-;-
E6 Heimdal;SN68238;06.05.2023;7;-;-;-;-
E6 Heimdal;SN68238;08.05.2023;11,5;-;-;-;-
E6 Heimdal;SN68238;09.05.2023;13,3;-;-;-;-
E6 Heimdal;SN68238;10.05.2023;13,5;-;-;-;-
E6 Heimdal;SN68238;11.05.2023;12;-;-;-;-
E6 Heimdal;SN68238;12.05.2023;11;-;-;-;-
E6 Heimdal;SN68238;13.05.2023;12,3;-;-;-;-
E6 Heimdal;SN68238;14.05.2023;15,1;-;-;-;-
E6 Heimdal;SN68238;15.05.2023;12;-;-;-;-
E6 Heimdal;SN68238;16.05.2023;6,8;-;-;-;-
E6 Heimdal;SN68238;17.05.2023;4,2;-;-;-;-
E6 Heimdal;SN68238;18.05.2023;8,9;-;-;-;-
E6 Heimdal;SN68238;19.05.2023;12;-;-;-;-
E6 Heimdal;SN68238;20.05.2023;13,3;-;-;-;-
E6 Heimdal;SN68238;21.05.2023;11,7;-;-;-;-
E6 Heimdal;SN68238;22.05.2023;13;-;-;-;-
E6 Heimdal;SN68238;23.05.2023;8,3;-;-;-;-
E6 Heimdal;SN68238;24.05.2023;8,5;-;-;-;-
E6 Heimdal;SN68238;25.05.2023;5,9;-;-;-;-
E6 Heimdal;SN68238;26.05.2023;5,8;-;-;-;-
E6 Heimdal;SN68238;29.05.2023;6,6;-;-;-;-
E6 Heimdal;SN68238;30.05.2023;10,1;-;-;-;-
E6 Heimdal;SN68238;31.05.2023;6,3;-;-;-;-
E6 Heimdal;SN68238;02.06.2023;7,2;-;-;-;-
E6 Heimdal;SN68238;03.06.2023;7,5;-;-;-;-
E6 Heimdal;SN68238;04.06.2023;8,9;-;-;-;-
E6 Heimdal;SN68238;05.06.2023;9,2;-;-;-;-
E6 Heimdal;SN68238;06.06.2023;9;-;-;-;-
E6 Heimdal;SN68238;07.06.2023;9,2;-;-;-;-
E6 Heimdal;SN68238;08.06.2023;8,6;-;-;-;-
E6 Heimdal;SN68238;10.06.2023;16,8;-;-;-;-
E6 Heimdal;SN68238;12.06.2023;16,5;-;-;-;-
E6 Heimdal;SN68238;13.06.2023;16,5;-;-;-;-
E6 Heimdal;SN68238;14.06.2023;17,3;-;-;-;-
E6 Heimdal;SN68238;15.06.2023;16,8;-;-;-;-
E6 Heimdal;SN68238;16.06.2023;15,6;-;-;-;-
E6 Heimdal;SN68238;17.06.2023;16,5;-;-;-;-
E6 Heimdal;SN68238;18.06.2023;20,9;-;-;-;-
E6 Heimdal;SN68238;19.06.2023;21,7;-;-;-;-
E6 Heimdal;SN68238;20.06.2023;20,6;-;-;-;-
E6 Heimdal;SN68238;21.06.2023;21,9;-;-;-;-
E6 Heimdal;SN68238;22.06.2023;16,4;-;-;-;-
E6 Heimdal;SN68238;23.06.2023;11,9;-;-;-;-
E6 Heimdal;SN68238;24.06.2023;14;-;-;-;-
E6 Heimdal;SN68238;25.06.2023;17,9;-;-;-;-
E6 Heimdal;SN68238;26.06.2023;23,8;-;-;-;-
E6 Heimdal;SN68238;27.06.2023;18,2;-;-;-;-
E6 Heimdal;SN68238;28.06.2023;18,2;-;-;-;-
E6 Heimdal;SN68238;29.06.2023;13,8;-;-;-;-
E6 Heimdal;SN68238;30.06.2023;12,5;-;-;-;-
E6 Heimdal;SN68238;01.07.2023;12,5;-;-;-;-
E6 Heimdal;SN68238;02.07.2023;16,8;-;-;-;-
E6 Heimdal;SN68238;03.07.2023;13,6;-;-;-;-
E6 Heimdal;SN68238;04.07.2023;12;-;-;-;-
E6 Heimdal;SN68238;06.07.2023;15,5;-;-;-;-
E6 Heimdal;SN68238;07.07.2023;15,1;-;-;-;-
E6 Heimdal;SN68238;08.07.2023;15,6;-;-;-;-
E6 Heimdal;SN68238;09.07.2023;18,1;-;-;-;-
E6 Heimdal;SN68238;10.07.2023;19,2;-;-;-;-
E6 Heimdal;SN68238;11.07.2023;19,7;-;-;-;-
