Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Snødybde;Nedbør (døgn)
Saupstad;SN68120;22.12.2019;0,8;4,8;0,3;34;3,8
Saupstad;SN68120;23.12.2019;-4,3;0,7;-5,9;33;0
Saupstad;SN68120;24.12.2019;-8,1;-5,6;-9,1;33;0
Saupstad;SN68120;25.12.2019;-5,5;-3,2;-8,9;33;0
Saupstad;SN68120;26.12.2019;-1;-0,4;-3,3;35;0,4
Saupstad;SN68120;27.12.2019;-5,7;-0,4;-8,7;36;1,2
Saupstad;SN68120;28.12.2019;-1,6;1,1;-9,3;37;1,7
Saupstad;SN68120;29.12.2019;4;7,8;0,3;36;2,9
Saupstad;SN68120;30.12.2019;4,2;7,9;3,2;30;8,7
Saupstad;SN68120;31.12.2019;1,9;3,5;0,6;29;21,4
Saupstad;SN68120;01.01.2020;6,7;9,1;1,7;27;14,1
Saupstad;SN68120;02.01.2020;5;9,1;2,7;24;0,4
Saupstad;SN68120;03.01.2020;-0,3;6,8;-2,9;24;4,6
Saupstad;SN68120;04.01.2020;0,3;2,5;-2;44;23
Saupstad;SN68120;05.01.2020;1,1;3,4;-1,3;48;8,8
Saupstad;SN68120;06.01.2020;2,5;5,5;1,3;40;8,1
Saupstad;SN68120;07.01.2020;5,6;7,6;1,5;37;0
Saupstad;SN68120;08.01.2020;3,4;8,2;0,9;33;1,5
Saupstad;SN68120;09.01.2020;0,3;3,2;-3,3;36;14,6
Saupstad;SN68120;10.01.2020;-1,5;0,2;-2,9;36;0
Saupstad;SN68120;11.01.2020;4;6,6;-3,8;36;0,2
Saupstad;SN68120;12.01.2020;1;5,7;-1,2;34;4,8
Saupstad;SN68120;13.01.2020;0;2,1;-2,5;36;2,2
Saupstad;SN68120;14.01.2020;3,9;6,1;-3,4;36;0
Saupstad;SN68120;15.01.2020;1,8;4,6;-2,6;35;0
Saupstad;SN68120;16.01.2020;3,5;5,5;-2,1;35;0
Saupstad;SN68120;17.01.2020;2,5;6;-0,6;33;3,3
Saupstad;SN68120;18.01.2020;-0,5;2,4;-2,7;33;0,2
Saupstad;SN68120;19.01.2020;2,8;3,7;0,3;33;13,3
Saupstad;SN68120;20.01.2020;7,4;12;2,1;32;0,8
Saupstad;SN68120;21.01.2020;1,9;8,1;0,2;27;19,6
Saupstad;SN68120;22.01.2020;1,2;2;0,5;34;19,3
Saupstad;SN68120;23.01.2020;3;6,9;-0,2;36;4,5
Saupstad;SN68120;24.01.2020;0,4;3,5;-0,5;34;8,8
Saupstad;SN68120;25.01.2020;0,2;0,4;-1,5;45;16,5
Saupstad;SN68120;26.01.2020;3;4,4;0,4;41;5,5
Saupstad;SN68120;27.01.2020;-1,1;2,2;-2,7;39;0
Saupstad;SN68120;28.01.2020;-2,2;1,2;-5,3;39;0
Saupstad;SN68120;29.01.2020;-0,3;1,8;-6,2;39;0
Saupstad;SN68120;30.01.2020;-3;1,2;-5,3;39;0
Saupstad;SN68120;31.01.2020;2,6;4,8;-5,4;39;0
Saupstad;SN68120;01.02.2020;2,4;4,8;0,5;39;0,1
Saupstad;SN68120;02.02.2020;1,3;2,8;0,4;42;15,7
Saupstad;SN68120;03.02.2020;-2,4;1,3;-4,9;42;15,1
Saupstad;SN68120;04.02.2020;-3;0,7;-7,5;42;0
Saupstad;SN68120;05.02.2020;1,1;3,9;-0,5;46;7,9
Saupstad;SN68120;06.02.2020;-0,1;0,2;-0,4;70;51,5
Saupstad;SN68120;07.02.2020;1,2;4;-0,6;74;16,8
Saupstad;SN68120;08.02.2020;0,2;6,1;-5,3;68;0,1
Saupstad;SN68120;09.02.2020;5,1;7,1;1,9;67;0
Saupstad;SN68120;10.02.2020;2,7;5,7;1,5;59;0,5
Saupstad;SN68120;11.02.2020;-0,4;3,4;-2,4;54;11,4
Saupstad;SN68120;12.02.2020;-0,4;2;-3,8;54;0
Saupstad;SN68120;13.02.2020;-0,1;2,8;-2,6;59;3,1
Saupstad;SN68120;14.02.2020;-1,9;0;-4,4;61;5,2
Saupstad;SN68120;15.02.2020;3,7;7;-1,2;60;0
Saupstad;SN68120;16.02.2020;4,1;7,8;1,6;56;0
Saupstad;SN68120;17.02.2020;4,6;8,2;0;55;1,6
Saupstad;SN68120;18.02.2020;1,9;4,1;0,3;53;1,5
Saupstad;SN68120;19.02.2020;-0,1;4;-2,7;55;13,9
Saupstad;SN68120;20.02.2020;2,5;5,4;-5,5;55;0
Saupstad;SN68120;21.02.2020;2,7;7,4;-2,1;54;0
Saupstad;SN68120;22.02.2020;1,8;4,4;0,7;53;6,3
Saupstad;SN68120;23.02.2020;0,7;2,2;-0,2;56;12,2
Saupstad;SN68120;24.02.2020;-1;1,3;-2;69;12,1
Saupstad;SN68120;25.02.2020;-4,2;1,3;-7,2;71;3,2
Saupstad;SN68120;26.02.2020;-6,6;-0,7;-13,2;68;0
Saupstad;SN68120;27.02.2020;-4,1;-0,4;-7,9;67;0
Saupstad;SN68120;28.02.2020;-4,5;2,9;-11,3;66;0
Saupstad;SN68120;29.02.2020;-2,5;1,8;-5,3;71;3,3
Saupstad;SN68120;01.03.2020;-3,6;-1,5;-5,6;69;0
Saupstad;SN68120;02.03.2020;-1,5;2;-5;68;0
Saupstad;SN68120;03.03.2020;-0,6;3;-3;68;0
Saupstad;SN68120;04.03.2020;0;1,8;-2,7;67;0
Saupstad;SN68120;05.03.2020;0,1;5;-2,2;69;2,2
Saupstad;SN68120;06.03.2020;1,4;7,1;-2,1;69;0,7
Saupstad;SN68120;07.03.2020;0,5;7,8;-5,7;68;0
Saupstad;SN68120;08.03.2020;5,5;8,5;1,1;67;0
Saupstad;SN68120;09.03.2020;3,7;8,5;0,5;63;0
Saupstad;SN68120;10.03.2020;3,2;7,6;-2,4;61;0,5
Saupstad;SN68120;11.03.2020;3,6;6;0,8;60;0,2
Saupstad;SN68120;12.03.2020;0,9;3,8;-1,1;60;0
Saupstad;SN68120;13.03.2020;-3,3;0,8;-4,3;64;5,6
Saupstad;SN68120;14.03.2020;-2,5;2;-6,7;74;7,5
Saupstad;SN68120;15.03.2020;3,5;10,5;-2,9;69;0
Saupstad;SN68120;16.03.2020;2;5,5;-2,6;65;1,8
Saupstad;SN68120;17.03.2020;4,2;8,4;2;64;0
Saupstad;SN68120;18.03.2020;2;7;-1,7;61;0
Saupstad;SN68120;19.03.2020;1,4;5,1;0,3;60;3,7
Saupstad;SN68120;20.03.2020;-0,8;1,6;-3,5;62;3,2
Saupstad;SN68120;21.03.2020;-0,8;5,6;-4,4;69;4,1
Saupstad;SN68120;22.03.2020;-0,2;5,1;-7,3;65;0
Saupstad;SN68120;23.03.2020;5,8;9,6;0,7;65;0
Saupstad;SN68120;24.03.2020;5,2;8,7;3,4;61;0
Saupstad;SN68120;25.03.2020;3,2;5,7;2,1;59;1,5
Saupstad;SN68120;26.03.2020;4,1;9,6;-1,6;58;3,9
Saupstad;SN68120;27.03.2020;3,5;8,9;-0,7;56;0
Saupstad;SN68120;28.03.2020;-1;5;-3,2;59;5,4
Saupstad;SN68120;29.03.2020;-0,8;3,5;-4;74;12,6
Saupstad;SN68120;30.03.2020;0;4;-3,3;82;13,7
Saupstad;SN68120;31.03.2020;3,1;4,9;0,1;73;1,7
Saupstad;SN68120;01.04.2020;2,1;6,6;0,3;67;8,5
Saupstad;SN68120;02.04.2020;0,3;2,1;-1,3;63;8,3
Saupstad;SN68120;03.04.2020;-1,5;2,2;-2,7;68;4,1
Saupstad;SN68120;04.04.2020;-2;2,3;-3,2;78;9,3
Saupstad;SN68120;05.04.2020;-0,3;4,3;-7,8;78;2,7
Saupstad;SN68120;06.04.2020;9;15;1;73;0
Saupstad;SN68120;07.04.2020;7,2;11,1;3,8;63;1,3
Saupstad;SN68120;08.04.2020;4,5;8;1,1;58;0
Saupstad;SN68120;09.04.2020;1,8;6,1;-0,1;60;8,9
Saupstad;SN68120;10.04.2020;0,6;2,3;-0,2;65;14,2
Saupstad;SN68120;11.04.2020;3,6;9;-2;63;7
Saupstad;SN68120;12.04.2020;2,7;6,8;0,4;57;3,4
Saupstad;SN68120;13.04.2020;0,3;3;-2,2;68;21,3
Saupstad;SN68120;14.04.2020;2,4;4,9;-0,8;70;5,4
Saupstad;SN68120;15.04.2020;3,1;5,3;1,7;60;10,3
Saupstad;SN68120;16.04.2020;1,8;5,4;0,2;61;30,8
Saupstad;SN68120;17.04.2020;2,8;6,9;0,1;66;10,5
Saupstad;SN68120;18.04.2020;3,2;5,7;0,9;60;0,2
Saupstad;SN68120;19.04.2020;5,4;12,3;-0,6;56;1,1
Saupstad;SN68120;20.04.2020;5,7;10,2;2,9;51;0
Saupstad;SN68120;21.04.2020;7,4;15,3;-1,3;47;0
Saupstad;SN68120;22.04.2020;8,6;17;0,3;42;0
Saupstad;SN68120;23.04.2020;3,7;11;-0,2;36;0
Saupstad;SN68120;24.04.2020;4,5;8,3;3,1;33;3,6
Saupstad;SN68120;25.04.2020;3,9;5,8;2,8;27;1,3
Saupstad;SN68120;26.04.2020;3,9;7,4;1,3;24;3,6
Saupstad;SN68120;27.04.2020;5,5;8,7;2,2;21;0
Saupstad;SN68120;28.04.2020;5,6;10,2;3,6;17;0
Saupstad;SN68120;29.04.2020;6,5;11,3;-0,9;12;0
Saupstad;SN68120;30.04.2020;6,7;10,4;1,8;7;0
Saupstad;SN68120;01.05.2020;6,7;10,7;3,5;0;0
Saupstad;SN68120;02.05.2020;5,7;10,4;3,5;0;0
Saupstad;SN68120;03.05.2020;3,6;7,5;2,8;0;5
Saupstad;SN68120;04.05.2020;3,2;6,4;1,3;0;5
Saupstad;SN68120;05.05.2020;5,2;8,4;0,5;0;4,1
Saupstad;SN68120;06.05.2020;4,9;8,7;3,5;0;3,9
Saupstad;SN68120;07.05.2020;5;10,1;1,7;0;5,8
Saupstad;SN68120;08.05.2020;4,4;6,9;3,2;0;1,7
Saupstad;SN68120;09.05.2020;4;8;0,8;0;1,9
Saupstad;SN68120;10.05.2020;1,3;5,2;-0,8;0;1,2
Saupstad;SN68120;11.05.2020;0,6;4,6;-1,8;6;10,3
Saupstad;SN68120;12.05.2020;1,4;5,7;-0,9;4;11,1
Saupstad;SN68120;13.05.2020;1;4,6;-1,2;4;9,2
Saupstad;SN68120;14.05.2020;1;4,2;-1;0;3,7
Saupstad;SN68120;15.05.2020;1,3;5,1;-0,3;0;7,9
Saupstad;SN68120;16.05.2020;3,1;5,3;-0,2;0;3,3
Saupstad;SN68120;17.05.2020;4,6;7,4;3,1;0;0
Saupstad;SN68120;18.05.2020;3,6;7,6;1,6;0;6,1
Saupstad;SN68120;19.05.2020;4,4;9,8;1,7;0;7,2
Saupstad;SN68120;20.05.2020;6,4;12;-0,8;0;0,2
Saupstad;SN68120;21.05.2020;9,6;16,7;-1,2;0;0
Saupstad;SN68120;22.05.2020;13,1;18,2;4,9;0;0
Saupstad;SN68120;23.05.2020;13,6;17,9;10,9;0;0,2
Saupstad;SN68120;24.05.2020;13;18,4;8,6;0;0
Saupstad;SN68120;25.05.2020;11,3;15,6;8,8;0;0
Saupstad;SN68120;26.05.2020;10,9;17,3;6,6;0;0
Saupstad;SN68120;27.05.2020;8,1;12,8;3,7;0;1,6
Saupstad;SN68120;28.05.2020;8,1;11,5;5,3;0;5,4
Saupstad;SN68120;29.05.2020;11,2;16,8;6,3;0;0,1
Saupstad;SN68120;30.05.2020;15;20,8;6,7;0;0
Saupstad;SN68120;31.05.2020;17,9;25;8,2;0;0
Saupstad;SN68120;01.06.2020;17,1;24,6;9,3;0;0
Saupstad;SN68120;02.06.2020;13,9;19,9;8,8;0;0
Saupstad;SN68120;03.06.2020;10,2;12,3;9,5;0;0
Saupstad;SN68120;04.06.2020;15,3;21,2;8,4;0;10
Saupstad;SN68120;05.06.2020;16,6;22,3;8,7;0;0
Saupstad;SN68120;06.06.2020;13,7;18,2;9,7;0;0
Saupstad;SN68120;07.06.2020;8,6;13,9;6,8;0;5,8
Saupstad;SN68120;08.06.2020;7,5;11,6;5,3;0;3
Saupstad;SN68120;09.06.2020;11,5;17,5;5;0;0,9
Saupstad;SN68120;10.06.2020;14,8;22,1;7,7;0;0
Saupstad;SN68120;11.06.2020;15,2;21,7;8,4;0;0
Saupstad;SN68120;12.06.2020;17,4;25,3;7,1;0;0
Saupstad;SN68120;13.06.2020;20,5;26,1;14,6;0;0
Saupstad;SN68120;14.06.2020;19,8;27;11,3;0;0
Saupstad;SN68120;15.06.2020;17;21,6;14,3;0;0
Saupstad;SN68120;16.06.2020;19,7;26,6;11,7;0;0
Saupstad;SN68120;17.06.2020;21,7;28,5;14,3;0;0
Saupstad;SN68120;18.06.2020;19,3;26,6;13,3;0;0
Saupstad;SN68120;19.06.2020;19;25,6;10,1;0;0
Saupstad;SN68120;20.06.2020;24,3;30,5;13,1;0;0
Saupstad;SN68120;21.06.2020;23,9;30;17,9;0;0
Saupstad;SN68120;22.06.2020;18,2;26,8;15,8;0;0
Saupstad;SN68120;23.06.2020;17,6;26,2;11,3;0;0
Saupstad;SN68120;24.06.2020;19,4;26,7;10,4;0;0
Saupstad;SN68120;25.06.2020;19,8;25,8;14,1;0;0
Saupstad;SN68120;26.06.2020;21,7;29,1;13,1;0;0
Saupstad;SN68120;27.06.2020;23,8;30,8;15,4;0;0
Saupstad;SN68120;28.06.2020;22,2;28,5;17,7;0;0
Saupstad;SN68120;29.06.2020;15,4;19,5;15,4;0;11,3
Saupstad;SN68120;30.06.2020;11,1;16,8;9,3;0;0,5
Saupstad;SN68120;01.07.2020;9,1;14,6;4,7;0;0,8
Saupstad;SN68120;02.07.2020;10,4;16,2;4,7;0;1,7
Saupstad;SN68120;03.07.2020;9;14,5;6,5;0;0
Saupstad;SN68120;04.07.2020;10,9;17,8;6,2;0;6,9
Saupstad;SN68120;05.07.2020;13,3;22,2;5,4;0;0
Saupstad;SN68120;06.07.2020;10,2;13,4;8,7;0;8,7
Saupstad;SN68120;07.07.2020;10,4;15,5;7,8;0;4,9
Saupstad;SN68120;08.07.2020;10,2;14,5;7,4;0;3,2
Saupstad;SN68120;09.07.2020;10,8;14,8;8,6;0;2,6
Saupstad;SN68120;10.07.2020;11,8;17,3;7,8;0;4
Saupstad;SN68120;11.07.2020;11,4;16,3;8,2;0;4,5
Saupstad;SN68120;12.07.2020;9,4;13,4;7,9;0;2,1
Saupstad;SN68120;13.07.2020;11,7;17,2;7,2;0;7,3
Saupstad;SN68120;14.07.2020;13,8;19,5;9,3;0;0
Saupstad;SN68120;15.07.2020;16,3;23;8,9;0;0,4
Saupstad;SN68120;16.07.2020;17,2;24,4;10,8;0;2,1
Saupstad;SN68120;17.07.2020;13,6;18;12,2;0;0,5
Saupstad;SN68120;18.07.2020;15,2;21,2;10,6;0;3,9
Saupstad;SN68120;19.07.2020;14;19,3;10,9;0;5,4
Saupstad;SN68120;20.07.2020;11,6;15;10;0;7,1
Saupstad;SN68120;21.07.2020;10,1;14,3;8,4;0;0,5
Saupstad;SN68120;22.07.2020;9,2;12,4;7,1;0;4,9
Saupstad;SN68120;23.07.2020;10,4;14,9;8;0;5,1
Saupstad;SN68120;24.07.2020;9,4;11,1;8;0;1,9
Saupstad;SN68120;25.07.2020;10,7;15,9;8,5;0;10,9
Saupstad;SN68120;26.07.2020;15,5;22,5;5,5;0;0,3
Saupstad;SN68120;27.07.2020;15,8;20,4;11,8;0;4,8
Saupstad;SN68120;28.07.2020;17,4;21,5;11;0;10,6
Saupstad;SN68120;29.07.2020;17,3;22,5;14;0;0,2
Saupstad;SN68120;30.07.2020;14,5;17,8;11,9;0;0
Saupstad;SN68120;31.07.2020;15,1;19,8;12,3;0;0
Saupstad;SN68120;01.08.2020;17,3;24,9;10,4;-;0
Saupstad;SN68120;02.08.2020;16,9;22,4;13,6;-;0
Saupstad;SN68120;03.08.2020;11,3;16,6;10,9;-;24,7
Saupstad;SN68120;04.08.2020;12;16,5;9,8;-;4,3
Saupstad;SN68120;05.08.2020;14,3;19,1;7,8;-;0,4
Saupstad;SN68120;06.08.2020;16,6;20,9;13,5;-;0,3
Saupstad;SN68120;07.08.2020;19,4;26,2;13,3;-;0
Saupstad;SN68120;08.08.2020;15,7;26,3;12,8;-;0
Saupstad;SN68120;09.08.2020;12,6;18,6;8,4;-;1,9
Saupstad;SN68120;10.08.2020;15;22,3;6,5;-;0
Saupstad;SN68120;11.08.2020;15,6;21,9;8,7;-;0
Saupstad;SN68120;12.08.2020;14,8;20,8;9,4;-;0
Saupstad;SN68120;13.08.2020;15;19,1;9,8;-;0
Saupstad;SN68120;14.08.2020;15,8;20,8;14;-;0,9
Saupstad;SN68120;15.08.2020;14,2;17,3;9,7;-;0
Saupstad;SN68120;16.08.2020;14,5;19,4;13,3;-;0,1
Saupstad;SN68120;17.08.2020;13,9;21,6;7,4;-;0,3
Saupstad;SN68120;18.08.2020;16,7;24,8;8,2;-;0
Saupstad;SN68120;19.08.2020;17,1;23,5;12,7;-;3,1
Saupstad;SN68120;20.08.2020;16,6;21,7;13,4;-;11,2
Saupstad;SN68120;21.08.2020;19,9;26;11,7;-;0
Saupstad;SN68120;22.08.2020;18,5;21,5;16,4;-;0
Saupstad;SN68120;23.08.2020;10,5;16,6;9;-;6,7
Saupstad;SN68120;24.08.2020;8,7;13;5,7;-;3,1
Saupstad;SN68120;25.08.2020;9,7;11,8;7,7;-;0,7
Saupstad;SN68120;26.08.2020;10,6;15,4;8,3;-;0,2
Saupstad;SN68120;27.08.2020;9,8;14,6;7,1;-;0,3
Saupstad;SN68120;28.08.2020;10;17,1;2,6;-;0
Saupstad;SN68120;29.08.2020;11,2;15,8;8,8;-;0
Saupstad;SN68120;30.08.2020;8,9;14,4;7;-;6,1
Saupstad;SN68120;31.08.2020;7,8;14,3;2,3;-;1,5
Saupstad;SN68120;01.09.2020;10,3;17,4;2,3;-;0
Saupstad;SN68120;02.09.2020;13,7;20,1;5,6;-;0,1
Saupstad;SN68120;03.09.2020;16,1;21,6;9,9;-;0
Saupstad;SN68120;04.09.2020;12,8;17,6;10,6;-;0,6
Saupstad;SN68120;05.09.2020;10,2;16,5;7,5;-;6,7
Saupstad;SN68120;06.09.2020;9,2;15;5,7;-;0,7
Saupstad;SN68120;07.09.2020;10,4;16;4,8;-;0,3
Saupstad;SN68120;08.09.2020;10,6;13,2;9;-;7,8
Saupstad;SN68120;09.09.2020;9,2;11,5;8,1;-;4,1
Saupstad;SN68120;10.09.2020;6,8;9,4;5,7;-;8,3
Saupstad;SN68120;11.09.2020;10,2;14,7;4,8;-;2,7
Saupstad;SN68120;12.09.2020;9,1;14,1;6;-;0,6
Saupstad;SN68120;13.09.2020;9;12;5,9;-;3,3
Saupstad;SN68120;14.09.2020;9,3;14,1;6,7;-;3,1
Saupstad;SN68120;15.09.2020;8,8;10,6;7,3;-;0
Saupstad;SN68120;16.09.2020;7,8;11,8;5,3;0;18,5
Saupstad;SN68120;17.09.2020;7,7;10,8;4,2;0;0,2
Saupstad;SN68120;18.09.2020;11;13,1;8,2;0;1,2
Saupstad;SN68120;19.09.2020;8;11,8;6,7;0;5,7
Saupstad;SN68120;20.09.2020;8,7;11,6;4,1;0;1,2
Saupstad;SN68120;21.09.2020;10,8;15,8;8,1;0;6,9
Saupstad;SN68120;22.09.2020;8;10,6;6,3;0;10,8
Saupstad;SN68120;23.09.2020;8,7;17,1;5,5;0;2,1
Saupstad;SN68120;24.09.2020;9,5;17,4;4;0;7,2
Saupstad;SN68120;25.09.2020;7,8;14,4;4,7;0;0,9
Saupstad;SN68120;26.09.2020;6,1;7,2;4,9;0;2,9
Saupstad;SN68120;27.09.2020;10,6;16,4;4,4;0;0,3
Saupstad;SN68120;28.09.2020;13,2;18,5;8,2;0;0
Saupstad;SN68120;29.09.2020;12,4;17,6;7,9;0;0
Saupstad;SN68120;30.09.2020;13,5;19;8,4;0;0
Saupstad;SN68120;01.10.2020;14,2;17,9;12,5;0;0
Saupstad;SN68120;02.10.2020;12,6;15,4;8,7;0;0
Saupstad;SN68120;03.10.2020;11,9;15,1;7,1;0;0,1
Saupstad;SN68120;04.10.2020;14,2;16,6;10,2;0;0
Saupstad;SN68120;05.10.2020;11,7;15,6;10,6;0;2,6
Saupstad;SN68120;06.10.2020;10,9;16,3;5,5;0;1,2
Saupstad;SN68120;07.10.2020;9,9;12,1;8,3;0;0,8
Saupstad;SN68120;08.10.2020;8,5;11,7;6;0;4
Saupstad;SN68120;09.10.2020;8;9,8;6,8;0;6,4
Saupstad;SN68120;10.10.2020;7,5;9,4;6,6;0;1,1
Saupstad;SN68120;11.10.2020;8;10,5;6,7;0;0
Saupstad;SN68120;12.10.2020;7;10,3;6,5;0;6,1
Saupstad;SN68120;13.10.2020;5,7;8,3;3,5;0;3
Saupstad;SN68120;14.10.2020;5,6;8,3;3,9;0;1,3
Saupstad;SN68120;15.10.2020;6,3;9,5;5,1;0;0,1
Saupstad;SN68120;16.10.2020;6,7;8,7;5,4;0;5,2
Saupstad;SN68120;17.10.2020;5;6,8;3,3;0;2,4
Saupstad;SN68120;18.10.2020;2,9;4,9;2;0;11,2
Saupstad;SN68120;19.10.2020;1,4;4,3;0,1;0;7,4
Saupstad;SN68120;20.10.2020;0,1;3;-4;0;2,6
Saupstad;SN68120;21.10.2020;1,7;2,6;0,6;0;0,6
Saupstad;SN68120;22.10.2020;0,9;2,6;-1,5;0;0,4
Saupstad;SN68120;23.10.2020;-1,2;4,1;-2,7;0;0,8
Saupstad;SN68120;24.10.2020;-1,4;3,1;-5,1;0;0
Saupstad;SN68120;25.10.2020;7,5;12,7;-1,1;0;0,6
Saupstad;SN68120;26.10.2020;3,5;11,7;-0,5;0;4,7
Saupstad;SN68120;27.10.2020;2,3;8,9;-0,9;0;0,1
Saupstad;SN68120;28.10.2020;1,6;7,9;-2;0;0
Saupstad;SN68120;29.10.2020;3,6;6,5;0,7;0;0,3
Saupstad;SN68120;30.10.2020;3,8;8,3;-1,7;0;2,8
Saupstad;SN68120;31.10.2020;5,7;8,9;1,3;0;2,8
Saupstad;SN68120;01.11.2020;11,1;13;6,4;0;0
Saupstad;SN68120;02.11.2020;10,2;14;8,4;0;0
Saupstad;SN68120;03.11.2020;3,9;8,5;1,3;0;2,8
Saupstad;SN68120;04.11.2020;4,5;5,9;0,8;0;0
Saupstad;SN68120;05.11.2020;9,2;10,4;4,4;0;3,8
Saupstad;SN68120;06.11.2020;10,1;11,5;8,3;0;5,2
Saupstad;SN68120;07.11.2020;6,1;10,2;4,9;0;0,5
Saupstad;SN68120;08.11.2020;4,2;4,9;3,6;0;3,8
Saupstad;SN68120;09.11.2020;4,7;5,7;3,8;0;0,9
Saupstad;SN68120;10.11.2020;4,4;5,7;4,1;0;0,4
Saupstad;SN68120;11.11.2020;0,8;4,8;-0,2;0;0,9
Saupstad;SN68120;12.11.2020;4,8;8,4;-0,8;0;0
Saupstad;SN68120;13.11.2020;6,6;8,4;2,3;0;0
Saupstad;SN68120;14.11.2020;6,2;9;2;0;0
Saupstad;SN68120;15.11.2020;9,5;10,9;3,8;0;0
Saupstad;SN68120;16.11.2020;11,2;13,4;8,7;0;0,1
Saupstad;SN68120;17.11.2020;7,1;10,1;4,1;0;0
Saupstad;SN68120;18.11.2020;2,7;6,3;0,2;0;3,5
Saupstad;SN68120;19.11.2020;-1,2;0,3;-3,4;9;23,9
Saupstad;SN68120;20.11.2020;0,4;1,2;-0,7;17;15,6
Saupstad;SN68120;21.11.2020;2,3;3,6;-1,2;17;6,6
Saupstad;SN68120;22.11.2020;3,7;5;0,9;13;1,4
Saupstad;SN68120;23.11.2020;1,9;3,9;1,1;3;29,9
Saupstad;SN68120;24.11.2020;1,6;4,1;0;2;7,6
Saupstad;SN68120;25.11.2020;3,1;5,7;0,5;2;0,2
Saupstad;SN68120;26.11.2020;2,5;3,7;2,3;0;5,9
Saupstad;SN68120;27.11.2020;-2;2,5;-4;0;0,3
Saupstad;SN68120;28.11.2020;-4,2;-1,7;-6,7;0;0
Saupstad;SN68120;29.11.2020;-4,5;-1,7;-6,9;2;0
Saupstad;SN68120;30.11.2020;-0,2;1,1;-5,8;3;0
Saupstad;SN68120;01.12.2020;0;2,7;-1,7;3;4,2
Saupstad;SN68120;02.12.2020;0,5;4,4;-3,5;3;0,5
Saupstad;SN68120;03.12.2020;4,1;5,2;2;4;0,4
Saupstad;SN68120;04.12.2020;2,4;4,1;0,8;4;0
Saupstad;SN68120;05.12.2020;-1,4;3,1;-3,7;4;0
Saupstad;SN68120;06.12.2020;-0,8;0,8;-4,7;4;0
Saupstad;SN68120;07.12.2020;1,1;5,2;-2,9;4;0
Saupstad;SN68120;08.12.2020;4,9;6;2,1;4;0,4
Saupstad;SN68120;09.12.2020;1,9;4,8;-0,3;4;0
Saupstad;SN68120;10.12.2020;3,3;4,8;-1,2;4;0
Saupstad;SN68120;11.12.2020;1,6;4,3;0,8;4;0
Saupstad;SN68120;12.12.2020;-0,9;2,3;-2,6;5;0
Saupstad;SN68120;13.12.2020;-4,7;0,5;-5,8;5;0
Saupstad;SN68120;14.12.2020;3,8;5,3;-5,2;5;0
Saupstad;SN68120;15.12.2020;1,9;4,6;-0,1;5;0
Saupstad;SN68120;16.12.2020;1,9;3,5;0,1;5;0,2
Saupstad;SN68120;17.12.2020;3,1;6,8;-1,9;5;2,6
Saupstad;SN68120;18.12.2020;-0,2;6,2;-2,5;5;0
Saupstad;SN68120;19.12.2020;4,4;9,2;-2,3;5;0,3
Saupstad;SN68120;20.12.2020;7,6;10;6,1;5;0,1
Saupstad;SN68120;21.12.2020;4,2;8;1,6;5;0
Saupstad;SN68120;22.12.2020;3,7;6,1;0;5;0
Saupstad;SN68120;23.12.2020;2,1;3,6;-0,8;5;7,1
Saupstad;SN68120;24.12.2020;0,5;1,8;-0,3;5;15
Saupstad;SN68120;25.12.2020;-1,7;1;-4;11;6,7
Saupstad;SN68120;26.12.2020;-1,9;-0,1;-5,2;11;0
Saupstad;SN68120;27.12.2020;4,5;5,9;-5,2;10;0
Saupstad;SN68120;28.12.2020;3,8;5,2;2,4;6;0
Saupstad;SN68120;29.12.2020;2,8;4,5;0,6;6;0
Saupstad;SN68120;30.12.2020;0,2;4,2;-0,9;6;0
Saupstad;SN68120;31.12.2020;-3,9;0;-5,6;6;0
Saupstad;SN68120;01.01.2021;-7,7;-5,6;-10,2;6;0,1
Saupstad;SN68120;02.01.2021;-4,4;-0,3;-7,4;6;0
Saupstad;SN68120;03.01.2021;-10,6;-6,6;-11,5;6;0
Saupstad;SN68120;04.01.2021;-11,6;-9,5;-12,9;7;0
Saupstad;SN68120;05.01.2021;-7,2;-5,4;-12,2;7;0
Saupstad;SN68120;06.01.2021;-10,1;-5,7;-12,4;7;0
Saupstad;SN68120;07.01.2021;-12,2;-10,4;-13,4;7;0
Saupstad;SN68120;08.01.2021;-11,5;-7,8;-13,9;7;0
Saupstad;SN68120;09.01.2021;-6,7;0;-12,2;7;0
Saupstad;SN68120;10.01.2021;-4,1;0,2;-6;10;1,3
Saupstad;SN68120;11.01.2021;-8,3;-4,9;-10,2;13;2,8
Saupstad;SN68120;12.01.2021;-5;-2,9;-11,7;18;3,6
Saupstad;SN68120;13.01.2021;-11,7;-3;-15,3;29;10,7
Saupstad;SN68120;14.01.2021;-15,9;-13;-17,8;26;0
Saupstad;SN68120;15.01.2021;-13,2;-9,8;-17,7;24;0
Saupstad;SN68120;16.01.2021;-9;-5,8;-11,9;22;0
Saupstad;SN68120;17.01.2021;-10,9;-7,7;-12,7;21;0
Saupstad;SN68120;18.01.2021;-8,5;-5,3;-11,5;21;0
Saupstad;SN68120;19.01.2021;-6,6;-2;-11,2;21;0
Saupstad;SN68120;20.01.2021;-0,2;0,6;-4,4;20;0
